objectid,filename,title,creator,editor,date,subject,description,source,identifier,format,language,rights,rightsstatement
coll3747,welty.jpeg,The Use of Fire,Reynolds Price, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3745,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3748,welty.jpeg,L'Arbre du Voyageur,William Jay Smith,Translated into French by Sonja Haussmann ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3746,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3749,welty.jpeg,New Music,Reynolds Price, ,,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.3747,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3750,welty.jpeg,A Time to Dance,Walter Sullivan, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3748,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3751,welty.jpeg,The Penguin Book of Lies, ,Philip Kerr,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3749,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3752,welty.jpeg,The Dixie Association,Donald Hays, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3750,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3753,welty.jpeg,Art in Mississippi: 1720-1980,Patti Carr Black, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3751,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3754,welty.jpeg,"The Georgia Review 44, no. 1 and 2 (Spring/Summer 1990)", ,University of Georgia ,1990,Periodical,"The name ""Mary"" written in pencil below date on front cover.  Note: ",Mississippi Department of Archives and History,W2005.1.3752,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3755,welty.jpeg,Home from the Hill,William Humphrey, ,1996,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3753,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3756,welty.jpeg,Bird of Paradise,Vicki Covington, ,1999,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3754,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3757,welty.jpeg,As Much as I Know (Advance Uncorrected Proof),Susan Thames, ,1992,Fiction," Note: 
Letter found between pages 26 and 27 addressed to Eudora Welty from Leo typed on Conde Nast Publications Inc. stationary dated July 25, 1991. ",Mississippi Department of Archives and History,W2005.1.3755,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3758,welty.jpeg,"Shenandoah 41, no. 4 (1991)", ,Washington and Lee University ,1991,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3756,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3759,welty.jpeg,Rowan's Progress (Uncorrected Bound Galley),James McConkey, ,1992,Non-fiction, Note: Letter inserted between pages 72 and 73,Mississippi Department of Archives and History,W2005.1.3757,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3760,welty.jpeg,"Ontario Review,  no. 42 (Spring/Summer 1995)", ,Raymond J. Smith,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3758,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3761,welty.jpeg,"The Georgia Review 52, no. 2 (Summer 1998)", ,University of Georgia ,1998,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3759,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3762,welty.jpeg,"The Southern Review 26, no. 4 (Autumn 1990)", ,Louisiana State University ,1990,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3760,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3763,welty.jpeg,"Ploughshares 19, no. 4 (Winter 1993-94)", ,Emerson College ,1993,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3761,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3764,welty.jpeg,Like Normal People (Uncorrected Undesigned Proof),Karen E. Bender, ,2000,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3762,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3765,welty.jpeg,"The Journal of Mississippi History 52, no. 2 (May 1990)", ,"Mississippi Historical Society
 ",1990,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3763,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3766,welty.jpeg,"National Geographic 179, no. 1 (January 1991)", ,"National Geographic Society
 ",1991,Magazine, Note: ,Mississippi Department of Archives and History,W2005.1.3764,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3767,welty.jpeg,"Ontario Review,  no. 32 (Spring/Summer 1990)", ,Raymond J. Smith,1990,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3765,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3768,welty.jpeg,Towards the Horizon: Recent Works on Paper by Mary Ellen Doyle,Mary Ellen Doyle,"The Columbus Museum, Columbus Georgia ",1999,Catalog," Note: Exhibition also held at 3 other sites from Aug. 28, 1999-Mar 4, 2000. Invitation to an exhibit of artist's work at the Mississippi Museum of Art inserted between last page and back cover.",Mississippi Department of Archives and History,W2005.1.3766,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3769,welty.jpeg,Jackson Central High School: A Teacher's Reflections,John Smith Weems, ,1988,,"Inscription reads: ""February 23, 1999 / to Eudora Welty - Happy journey with happy memories of the past years spent in this beautiful old building in downtown Jackson. / John S. Weems"" Note: ",Mississippi Department of Archives and History,W2005.1.3767,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3770,welty.jpeg,The Laughing Place (Uncorrected Advance Proof),Pam Durban, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3768,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3771,welty.jpeg,Kentucky Straight,Chris Offutt, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3769,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3772,welty.jpeg,My Own Country: A Doctor's Story of a Town and Its People in the Age of Aids (Advance Reader's Edition),Abraham Verghese, ,.,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3770,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3773,welty.jpeg,"Ploughshares 19, no. 2 and 3 (Fall 1993)", ,Emerson College ,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3771,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3774,welty.jpeg,Saul Steinberg,Harold Rosenberg, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3772,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3775,welty.jpeg,Eugene Beverly Ferris and Agriculture Science in the Lower South,Roy V. Scott, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3773,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3776,welty.jpeg,The American Procession: American Life Since 1860 in Photographs, ,Agnes Rogers (assembled) Rogers,,Photography, Note: ,Mississippi Department of Archives and History,W2005.1.3774,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3777,welty.jpeg,Metropolis: An American City in Photographs, ,Agnes Rogers (assembled) Rogers,,Photography, Note: ,Mississippi Department of Archives and History,W2005.1.3775,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3778,welty.jpeg,The Stories of William Sansom,William Sansom,Introduction by Elizabeth Bowen ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3776,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3779,welty.jpeg,Literature In America: An Illustrated History (Advance Uncorrected Proof),Peter Conn, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3777,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3780,welty.jpeg,Selected Poems,A.E. , ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3778,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3781,welty.jpeg,Poems,Léonie Adams, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3779,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3782,welty.jpeg,Thirty Stories,Kay Boyle, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3780,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3783,welty.jpeg,Great English Short Stories, ,Christopher Isherwood,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3781,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3784,welty.jpeg,French Stories and Tales, ,Stanley Geist,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3782,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3785,welty.jpeg,Meaning No Offense,John Riddell, ,,Humor, Note: ,Mississippi Department of Archives and History,W2005.1.3783,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3786,welty.jpeg,The Victorian Fairy Tale Book, ,Michael Patrick Hearn,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3784,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3787,welty.jpeg,Birds,Judith Wright, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3785,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3788,welty.jpeg,Monkey Poems,Eugene Walter, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3786,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3789,welty.jpeg,Happiness and Other Stories,Mary Lavin, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3787,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3790,welty.jpeg,Adventures in the Skin Trade,Dylan Thomas, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3788,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3791,welty.jpeg,The Family Goldschmitt,Henri Coulette, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3789,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3792,welty.jpeg,Best Poems of 1957, ,Borestone Mountain Poetry Awards ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3790,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3793,welty.jpeg,A Literary Chronicle: 1920-1950,Edmund Wilson, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3791,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3794,welty.jpeg,Five Short Novels,Ivan Turgenev, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3792,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3795,welty.jpeg,An American Retrospective: Writing from Harper's Magazine 1850-1984,Ann Marie Cunningham, ,,, Note: ,Mississippi Department of Archives and History,W2005.1.3793,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3796,welty.jpeg,The Fugitive Group,Louise Cowan, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3794,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3797,welty.jpeg,In the Land of Dreamy Dreams,Ellen Gilchrist, ,1981,Fiction,"Inscription on front end paper at top left written diagonally reads ""For Eudora, / Who showed me there / was a way -- / Love, / Ellen"".
Note written on bottom of back inside jacket flap reads ""809 Lighton Trail / Fayetteville, ARK. / 72701"". Note: ",Mississippi Department of Archives and History,W2005.1.3795,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3798,welty.jpeg,Ford Madox Ford: The Essence of His Art,R.W. Lid, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3796,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3799,welty.jpeg,Blues from the Delta,William Ferris, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3797,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3800,welty.jpeg,Dominion,Brooks Haxton, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3798,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3801,welty.jpeg,The Kingfisher,Amy Clampitt, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3799,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3802,welty.jpeg,Being Here: Poetry 1977-1980,Robert Penn Warren, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3800,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3803,welty.jpeg,Rumor Verified: Poems 1979-1980,Robert Penn Warren, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3801,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3804,welty.jpeg,Snow Day,Rosanna Warren, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3802,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3805,welty.jpeg,Academic Graffiti,W.H Auden, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3803,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3806,welty.jpeg,The Magic Fishbone,Charles Dickens, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3804,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3807,welty.jpeg,Sir Gregory's Lamp,Ivan R. Welty, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3805,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3808,welty.jpeg,English Story, ,Woodrow Wyatt,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3806,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3809,welty.jpeg,Great Tales of the Deep South, ,Malcolm Cowley,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3807,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3810,welty.jpeg,An Outline of Psychoanalysis, ,J.S. Van Teslaar,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3808,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3811,welty.jpeg,The Lovers' Keepsake,Raymond Peynet, ,,Pictorial, Note: ,Mississippi Department of Archives and History,W2005.1.3809,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3812,welty.jpeg,Hold Me!,Jules Feiffer, ,,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.3810,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3813,welty.jpeg,"The Baker Street Journal 19, no. 1 (March 1969)", ,Julian Wolff,,Periodical, Note: ,Mississippi Department of Archives and History,W2005.1.3811,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3814,welty.jpeg,Subject index to The Baker Street Journal 18 (1968),D.A. Redmond, ,,Pamphlet, Note: ,Mississippi Department of Archives and History,W2005.1.3812,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3815,welty.jpeg,Uncle Fred in the Springtime,P.G. Wodehouse, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3813,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3816,welty.jpeg,Confederate Spy: Rose O'Neale Greenhow,Nash K. Burger, ,,, Note: ,Mississippi Department of Archives and History,W2005.1.3814,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3817,welty.jpeg,Now Lead Us Home,Gwyn Thomas, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3815,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3818,welty.jpeg,That Summer and Other Stories,Frank Sargeson, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3816,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3819,welty.jpeg,Colonel Julian,H.E. Bates, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3817,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3820,welty.jpeg,Stephen Crane: Stories and Tales,Stephen Crane,Robert Wooster Strallman,,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.3818,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3821,welty.jpeg,Killachter Meadow: Six Stories,Aidan Higgins, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3819,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3822,welty.jpeg,What is the Short Story?: Critical Essays on the Short Story, ,Haruma Okada,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3820,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3823,welty.jpeg,The Wit and Wisdom of Mae West, ,Joseph Weintraub,,Quotation, Note: ,Mississippi Department of Archives and History,W2005.1.3821,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3824,welty.jpeg,The Duchess of Bloomsbury Street,Helene Hanff, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3822,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3825,welty.jpeg,Modern American Stories, ,Gene Baro,,, Note: ,Mississippi Department of Archives and History,W2005.1.3823,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3826,welty.jpeg,Stories for Girls, ,Kathleen Lines,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3824,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3827,welty.jpeg,There was an Ancient House,Benedict Kiely, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3825,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3828,welty.jpeg,Guess Whose Hair I'm Wearing,Hildegarde Dolson, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3826,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3829,welty.jpeg,The Revelation of John,Richmond Lattimore, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3827,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3830,welty.jpeg,Greek Lyrics, ,Richard Lattimore,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3828,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3831,welty.jpeg,Names on the Land,George R. Stewart, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3829,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3832,welty.jpeg,A Letter to Elizabeth,Bettina Linn, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3830,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3833,welty.jpeg,The White Hound,Ward; Thomas Dorracen ; Mabry, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3831,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3834,welty.jpeg,Self-Portrait: Ceaselessly Into the Past,Ross MacDonald, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3832,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3835,welty.jpeg,Self-Portrait: Ceaselessly Into the Past,Ross MacDonald, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3833,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3836,welty.jpeg,Self-Portrait: Ceaselessly Into the Past,Ross MacDonald, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3834,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3837,welty.jpeg,Self-Portrait: Ceaselessly Into the Past,Ross MacDonald, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3835,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3838,welty.jpeg,The Magic Barrel,Benard Malamud, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3836,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3839,welty.jpeg,The Great Oildorado,Hildegarde Dolson, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3837,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3840,welty.jpeg,A Growing Wonder,Hildegarde Dolson, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3838,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3841,welty.jpeg,My Brother Adlai,Elizabeth Stevenson; Hildegarde Ives; Dolson, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3839,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3842,welty.jpeg,The Husband who Ran Away,Hildegarde Dolson, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3840,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3843,welty.jpeg,"Majority : An Anthology of 20 Years of Publishing, A Medley of Entertainment by Famous Authors ",Hamish Hamilton, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3841,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3844,welty.jpeg,Daughter of the Legend,Jesse Staurt, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3842,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3845,welty.jpeg,Glorious in Another Day,Arthur Foff, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3843,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3846,welty.jpeg,The Eye of the Heart, ,Barbara Howes,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3844,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3847,welty.jpeg,The Lost Cavern and Other Tales of the Fantastic,H.F Heard, ,,Science Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3845,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3848,welty.jpeg,Important People,Robert Van Gelder, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3846,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3849,welty.jpeg,Count Roller Skates,Thomas Sancton, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3847,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3850,welty.jpeg,North of Market,Arthur Foff, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3848,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3851,welty.jpeg,The Merry Miracle,Mary Mia, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3849,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3852,welty.jpeg,Mary Poppins,P.L. Travers, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3850,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3853,welty.jpeg,Dragons in Amber: Further Adventures of a Romantic Naturalist,Willy Ley, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3851,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3854,welty.jpeg,The Snake Lady and Other Stories,Vernon Lee, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3852,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3855,welty.jpeg,Ghost and Horror Stories,Ambrose Bierce, ,,Horror Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3853,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3856,welty.jpeg,Edward Gibbon: Memoirs of My Life,Georges A. Bonnard, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3854,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3857,welty.jpeg,Tales of Terror, ,Borris Karloff,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3855,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3858,welty.jpeg,The Best of the Pips, ,The Five Orange Pips of Westchester County ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3856,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3859,welty.jpeg,The Book of Naturalists, ,William Beebe,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3857,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3860,welty.jpeg,A Book of Airs,Thomas Campion, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3858,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3861,welty.jpeg,The Duchesse,Geofrey Chaucer, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3859,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3862,welty.jpeg,Art Nouveau,Renato Barilli, ,,Art, Note: ,Mississippi Department of Archives and History,W2005.1.3860,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3863,welty.jpeg,Winter's Tales,Isak Dinesen, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3861,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3864,welty.jpeg,Selected Poems of William Wordsworth,William Wordsworth, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.3862,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll3865,welty.jpeg,The Forest of White Cock,Chu Yo-sup, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.3863,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
